tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***63221,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0020,NR,71 GOUGH AVE,,,ON
***72930,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0020,OPP,131 MOUNTJOY AVE,,,ON
***77270,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0020,NR,186 GRACE ST,,,ON
***81413,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0020,NR,54 RAGLAN AVE,,,ON
***93564,20100103,5,PARK HWY AT PROHIB TIME/DAY,40,0020,NR,4 FLETCHERDON CRES,,,ON
***43460,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0021,NR,44 HELENDALE AVE,,,ON
***43461,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0021,NR,40 HELENDALE AVE,,,ON
***48775,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0021,OPP,70 MILL ST,,,ON
***57811,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0021,OPP,14 PORTLAND ST,,,ON
***60453,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0021,NR,420 CRAWFORD ST,,,ON
***63222,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0021,NR,71 GOUGH AVE,,,ON
***68186,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0021,NR,245 GLENFOREST RD,,,ON
***81414,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0021,OPP,39 RAGLAN AVE,,,ON
***87408,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0021,NR,99 MOUNTVIEW AVE,,,ON
***93565,20100103,5,PARK HWY AT PROHIB TIME/DAY,40,0021,NR,4 FLETCHERDON CRES,,,ON
***99257,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0021,NR,92 OSSINGTON AVE,,,ON
***37113,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0022,,30 ELIZABETH ST,,,ON
***90244,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0022,NR,25 PRINCE ARTHUR AVE,,,ON
***43462,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0022,NR,38 HELENDALE AVE,,,ON
***48776,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0022,OPP,70 MILL ST,,,ON
***57812,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0022,OPP,14 PORTLAND ST,,,ON
***60454,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0022,NR,420 CRAWFORD ST,,,ON
***60455,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0022,NR,420 CRAWFORD ST,,,ON
***77271,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0022,NR,184 GRACE ST,,,ON
***81415,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0022,OPP,71 RAGLAN AVE,,,ON
***87409,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0022,NR,99 MOUNTVIEW AVE,,,ON
***95912,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0022,NR,376 MANNING AVE,,,ON
***99258,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0022,NR,94 OSSINGTON AVE,,,ON
***47962,20100103,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,0023,NR,48 RANGELEY DR,,,ON
***90245,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0023,NR,25 PRINCE ARTHUR AVE,,,ON
***90246,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0023,NR,25 PRINCE ARTHUR AVE,,,ON
***95261,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0023,NR,100 KIPPENDAVIE AVE,,,ON
***02301,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0023,NR,106 BEVERLEY ST,,,ON
***43463,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0023,NR,30 HELENDALE AVE,,,ON
***48777,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0023,NR,70 MILL ST,,,ON
***68187,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0023,NR,273 GLENFOREST RD,,,ON
***72931,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0023,OPP,8 LADYSMITH AVE,,,MD
***81416,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0023,OPP,71 RAGLAN AVE,,,ON
***86108,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0023,NR,26 TICHESTER RD,,,ON
***87410,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0023,NR,99 MOUNTVIEW AVE,,,ON
***99259,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0023,NR,102 OSSINGTON AVE,,,ON
***14873,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0024,,3847 LAWRENCE AV E,,,ON
***12552,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0024,NR,299 MUTUAL ST,,,OH
***95262,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0024,NR,80 KIPPENDAVIE AVE,,,ON
***96914,20100103,15,PARK 3M OF FIRE HYDRANT,100,0024,NR,40 DOURO ST,,,ON
***02302,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0024,NR,102 BEVERLEY ST,,,ON
***43464,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0024,NR,30 HELENDALE AVE,,,ON
***43465,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0024,NR,30 HELENDALE AVE,,,ON
***48778,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0024,NR,70 MILL ST,,,ON
***60456,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0024,NR,410 CRAWFORD ST,,,ON
***87411,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0024,NR,99 MOUNTVIEW AVE,,,ON
***97154,20100103,5,PARK HWY AT PROHIB TIME/DAY,40,0024,NR,28 HOLLYWOOD AVE,,,ON
***99260,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0024,NR,110 OSSINGTON AVE,,,ON
***37114,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0025,,130 ELIZABETH ST,,,ON
***90247,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0025,NR,11 PRINCE ARTHUR AVE,,,ON
***43466,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0025,NR,30 HELENDALE AVE,,,ON
***43467,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0025,NR,30 HELENDALE AVE,,,ON
***48779,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0025,NR,70 MILL ST,,,ON
***57813,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0025,NR,29 NIAGARA ST,,,ON
***60457,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0025,NR,410 CRAWFORD ST,,,ON
***63223,20100103,5,PARK HWY PROHIBED TIME/DAY,40,0025,NR,801 CARLAW AVE,,,ON
***72932,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0025,NR,157 LAMB AVE,,,ON
***77272,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0025,NR,40 GRACE ST,,,ON
***87510,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0025,NR,132 HIAWATHA RD,,,ON
***93566,20100103,5,PARK HWY AT PROHIB TIME/DAY,40,0025,NR,6 ARTECH CRT,,,ON
***99261,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0025,NR,112 OSSINGTON AVE,,,ON
***99262,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0025,NR,112 OSSINGTON AVE,,,ON
***12553,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0026,NR,295 MUTUAL ST,,,ON
***90248,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0026,NR,11 PRINCE ARTHUR AVE,,,ON
***90249,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0026,NR,11 PRINCE ARTHUR AVE,,,ON
***96915,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0026,NR,60 DOURO ST,,,ON
***43468,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0026,NR,30 HELENDALE AVE,,,ON
***57814,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0026,NR,19 NIAGARA ST,,,ON
***63224,20100103,5,PARK HWY PROHIBED TIME/DAY,40,0026,NR,801 CARLAW AVE,,,ON
***64139,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0026,NR,363 MAIN ST,,,ON
***93567,20100103,5,PARK HWY AT PROHIB TIME/DAY,40,0026,NR,4 ARTECH CRT,,,ON
***14874,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0027,,3847 LAWRENCE AV E,,,ON
***12554,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0027,NR,277 MUTUAL ST,,,ON
***95263,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0027,NR,28 KIPPENDAVIE AVE,,,ON
***02303,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0027,NR,51 MC CAUL ST,,,ON
***43469,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0027,NR,2 HELENDALE AVE,,,ON
***43470,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0027,NR,2 HELENDALE AVE,,,ON
***63225,20100103,5,PARK HWY PROHIBED TIME/DAY,40,0027,NR,795 CARLAW AVE,,,ON
***86109,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0027,OPP,260 HEATH ST W,,,ON
***87412,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0027,NR,110 PACIFIC AVE,,,ON
***95913,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0027,NR,9 BEATRICE ST,,,ON
***97155,20100103,5,PARK HWY AT PROHIB TIME/DAY,40,0027,NR,18 HOLLYWOOD AVE,,,ON
***99263,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0027,OPP,154 OSSINGTON AVE,,,ON
***69622,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0028,,40 GORDONRIDGE PL,,,ON
***96916,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0028,OPP,50 DOURO ST,,,ON
***43471,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0028,NR,2 HELENDALE AVE,,,ON
***57815,20100103,5,PARK HWY PROHIBED TIME/DAY,40,0028,N/S,WELLINGTON ST W,E/O,BATHURST ST,ON
***57816,20100103,5,PARK HWY PROHIBED TIME/DAY,40,0028,N/S,WELLINGTON ST W,E/O,BATHURST ST,ON
***60458,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0028,NR,783 COLLEGE ST,,,ON
***64140,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0028,NR,447 MAIN ST,,,NB
***81417,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0028,NR,111 RAGLAN AVE,,,ON
***86110,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0028,OPP,260 HEATH ST W,,,ON
***87511,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0028,NR,89 HIAWATHA RD,,,ON
***95914,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0028,NR,25 BEATRICE ST,,,ON
***99264,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0028,OPP,170 OSSINGTON AVE,,,ON
***96917,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0029,OPP,50 DOURO ST,,,ON
***87413,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0029,NR,203 OAKMOUNT RD,,,ON
***99265,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0029,NR,166 OSSINGTON AVE,,,ON
***99266,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0029,NR,170 OSSINGTON AVE,,,ON
***37116,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0030,,130 ELIZABETH ST,,,ON
***69623,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0030,,40 GORDONRIDGE PL,,,ON
***69626,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0030,,40 GORDONRIDGE PL,,,ON
***69630,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0030,,30 GORDONRIDGE PL,,,ON
***96918,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0030,OPP,50 DOURO ST,,,ON
***02304,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0030,NR,100 MC CAUL ST,,,ON
***72933,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0030,NR,285 GREENWOOD AVE,,,ON
***72934,20100103,15,PARK 3M OF FIRE HYDRANT,100,0030,NR,281 GREENWOOD AVE,,,ON
***81418,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0030,E/S,KENWOOD AVE,N/O,VAUGHAN RD,ON
***95915,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0030,NR,39 BEATRICE ST,,,ON
***99267,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0030,NR,170 OSSINGTON AVE,,,ON
***95264,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0031,NR,96 WAVERLEY RD,,,ON
***63226,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0031,NR,4 FERRIER AVE,,,ON
***87414,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0031,NR,55 OAKMOUNT RD,,,ON
***69624,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0032,,40 GORDONRIDGE PL,,,ON
***12555,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0032,OPP,15 MAITLAND PL,,,ON
***96919,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0032,OPP,50 DOURO ST,,,ON
***02305,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0032,NR,126 MC CAUL ST,,,ON
***02306,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0032,NR,126 MC CAUL ST,,,ON
***43472,20100103,8,STD VEH HWY PROHIB TIME/DAY,60,0032,NR,38 ORCHARD VIEW BLVD,,,ON
***43473,20100103,8,STD VEH HWY PROHIB TIME/DAY,60,0032,NR,38 ORCHARD VIEW BLVD,,,ON
***60459,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0032,NR,486 SHAW ST,,,ON
***64141,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0032,NR,26 EVERETT CRES,,,ON
***77273,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0032,NR,183 BEATRICE ST,,,ON
***81419,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0032,NR,231 VAUGHAN RD,,,ON
***86111,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0032,NR,8 CASTLE VIEW AVE,,,ON
***87415,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0032,NR,55 OAKMOUNT RD,,,ON
***99268,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0032,NR,211 OSSINGTON AVE,,,ON
***99269,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0032,NR,215 OSSINGTON AVE,,,ON
***99270,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0032,NR,219 OSSINGTON AVE,,,ON
***12556,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0033,OPP,15 MAITLAND PL,,,ON
***25250,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0033,NR,65 HAZELTON AVE,,,ON
***57817,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0033,NR,123 PORTLAND ST,,,ON
***68188,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0033,NR,203 ROSLIN AVE,,,ON
***87416,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0033,NR,55 OAKMOUNT RD,,,ON
***87417,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0033,NR,55 OAKMOUNT RD,,,ON
***87512,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0033,NR,65 WOODFIELD RD,,,IL
***95916,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0033,NR,117 BEATRICE ST,,,ON
***99271,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0033,NR,221 OSSINGTON AVE,,,ON
***69625,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0034,,40 GORDONRIDGE PL,,,ON
***95265,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0034,NR,80 WAVERLEY RD,,,ON
***96920,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0034,OPP,26 DOURO ST,,,ON
***57818,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0034,NR,127 PORTLAND ST,,,ON
***63227,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0034,NR,38 FERRIER AVE,,,ON
***86112,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0034,NR,16 CASTLE VIEW AVE,,,ON
***87418,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0034,NR,55 OAKMOUNT RD,,,ON
***95917,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0034,NR,117 BEATRICE ST,,,ON
***99272,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0034,NR,194 OSSINGTON AVE,,,ON
***99273,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0034,NR,186 OSSINGTON AVE,,,ON
***12651,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0035,,279 GRAND RAVINE DR,,,ON
***12557,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0035,OPP,77 MAITLAND PL,,,ON
***96921,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0035,OPP,12 DOURO ST,,,ON
***02307,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0035,NR,176 ELM ST,,,ON
***25251,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0035,NR,119 HAZELTON AVE,,,ON
***57819,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0035,NR,141 PORTLAND ST,,,ON
***63228,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0035,NR,56 FERRIER AVE,,,ON
***86113,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0035,NR,26 CASTLE VIEW AVE,,,ON
***95266,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0036,NR,38 WAVERLEY RD,,,ON
***96922,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0036,OPP,10 DOURO ST,,,ON
***57820,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0036,NR,141 PORTLAND ST,,,ON
***57821,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0036,NR,137 PORTLAND ST,,,ON
***77274,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0036,NR,276 MONTROSE AVE,,,ON
***87419,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0036,NR,35 OAKMOUNT RD,,,ON
***95918,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0036,NR,127 BEATRICE ST,,,ON
***78881,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0037,,19 DEKOVEN MEWS,,,ON
***69627,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0037,,40 GORDONRIDGE PL,,,ON
***48780,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0037,NR,21 SACKVILLE ST,,,ON
***81420,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0037,NR,203 ROBINA AVE,,,ON
***86114,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0037,OPP,369 WALMER RD,,,ON
***87513,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0037,NR,86 HIGHFIELD RD,,,IL
***12652,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0038,,279 GRANDRAVINE DR,,,ON
***02308,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0038,NR,232 MC CAUL ST,,,ON
***25252,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0038,NR,91 SCOLLARD ST,,,ON
***43474,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0038,NR,130 HIGHBOURNE RD,,,ON
***57822,20100103,9,STOP HWY PROHIBITED TIME/DAY,60,0038,NR,543 RICHMOND ST W,,,NY
***81421,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0038,NR,57 HOLLAND PARK AVE,,,ON
***95919,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0038,NR,141 BEATRICE ST,,,ON
***95920,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0038,NR,141 BEATRICE ST,,,ON
***48781,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0039,NR,21 SACKVILLE ST,,,ON
***64142,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0039,NR,26 EPSOM AVE,,,ON
***72935,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0039,NR,439 WOODFIELD RD,,,ON
***86115,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0039,NR,345 WALMER RD,,,CT
***87514,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0039,NR,8 RICHARD AVE,,,ON
***12653,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0040,,279 GRANDRAVINE DR,,,ON
***14875,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0040,,3947 LAWRENCE AV E,,,ON
***57623,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0040,,110 MORNELLE CT,,,ON
***47963,20100103,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,0040,NR,83 WHARNSBY DR,,,ON
***25253,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0040,OPP,114 SCOLLARD ST,,,ON
***43475,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0040,NR,148 HIGHBOURNE RD,,,ON
***43476,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0040,NR,150 HIGHBOURNE RD,,,ON
***48782,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0040,NR,21 SACKVILLE ST,,,ON
***57823,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0040,NR,1 RYERSON AVE,,,ON
***68189,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0040,NR,121 BOWOOD AVE,,,ON
***72936,20100103,5,PARK HWY PROHIBED TIME/DAY,40,0040,NR,438 WOODFIELD RD,,,ON
***87420,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0040,OPP,360 GLENLAKE AVE,,,ON
***96923,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0041,NR,72 DOVERCOURT RD,,,ON
***48783,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0041,NR,21 SACKVILLE ST,,,ON
***57824,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0041,NR,1 RYERSON AVE,,,ON
***63229,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0041,NR,909 LOGAN AVE,,,ON
***81422,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0041,NR,232 CEDRIC AVE,,,ON
***86116,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0041,OPP,325 WALMER RD,,,ON
***87421,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0041,OPP,360 GLENLAKE AVE,,,ON
***87515,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0041,NR,80 RICHARD AVE,,,ON
***95267,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0042,NR,98 LEUTY AVE,,,ON
***96924,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0042,NR,76 DOVERCOURT RD,,,ON
***02309,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0042,NR,95 D'ARCY ST,,,ON
***43477,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0042,NR,184 HIGHBOURNE RD,,,ON
***43478,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0042,NR,184 HIGHBOURNE RD,,,ON
***48784,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0042,NR,21 SACKVILLE ST,,,ON
***87422,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0042,NR,22 GOTHIC AVE,,,ON
***12654,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0043,,279 GRANDRAVINE DR,,,ON
***96925,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0043,NR,96 DOVERCOURT RD,,,ON
***48785,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0043,NR,21 SACKVILLE ST,,,ON
***57825,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0043,NR,31 RYERSON AVE,,,ON
***64143,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0043,N/S,NEWMARKET AVE,W/O,CHISHOLM AVE,ON
***72937,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0043,NR,241 HIAWATHA RD,,,ON
***77275,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0043,NR,545 SHAW ST,,,ON
***87423,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0043,NR,52 GOTHIC AVE,,,ON
***93568,20100103,5,PARK-HWY PROHIB TIMES/DAYS,40,0043,NR,224 KING ST,,,ON
***57624,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0044,,110 MORNELLE CT,,,ON
***96926,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0044,OPP,117 DOVERCOURT RD,,,ON
***72938,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0044,NR,1 FAIRFORD AVE,,,ON
***81423,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0044,NR,707 VAUGHAN RD,,,ON
***87424,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0044,NR,56 GOTHIC AVE,,,ON
***99274,20100103,9,STOP HWY PROHIBITED TIME/DAY,60,0044,NR,1267 QUEEN ST W,,,ON
***12655,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0045,,279 GRANDRAVINED R,,,ON
***96927,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0045,NR,128 DOVERCOURT RD,,,ON
***02310,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0045,NR,112 BALDWIN ST,,,ON
***48786,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0045,NR,21 SACKVILLE ST,,,ON
***77276,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0045,NR,445 SHAW ST,,,ON
***95921,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0045,NR,441 EUCLID AVE,,,ON
***99275,20100103,9,STOP HWY PROHIBITED TIME/DAY,60,0045,NR,1267 QUEEN ST W,,,ON
***12656,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0046,,279 GRANDRAVINE DR,,,ON
***69628,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0046,,30 GORDONRIDGE PL,,,ON
***95268,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0046,NR,36 HAMMERSMITH AVE,,,ON
***63230,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0046,NR,113 ARUNDEL AVE,,,ON
***72939,20100103,9,STOP HWY PROHIBITED TIME/DAY,60,0046,NR,1399 GERRARD ST E,,,ON
***87425,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0046,NR,118 GOTHIC AVE,,,ON
***95922,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0046,NR,441 EUCLID AVE,,,ON
***60734,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0047,AT,25 COSBURN AV,,,ON
***12558,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0047,NR,77 HOWARD ST,,,ON
***96928,20100103,29,PARK PROHIBITED TIME NO PERMIT,30,0047,NR,144 DOVERCOURT RD,,,ON
